         time:2025-10-10, 14:04:57,         batch_size:2,         trainable_parameters_num:494032768,         warmup_steps:300,         max_lr:1e-06,         min_lr:1e-07
             time:2025-10-10, 15:03:57,             iters:200,             iters_average_Loss:0.6921
             time:2025-10-10, 15:04:35,             iters:400,             iters_average_Loss:0.6914
             time:2025-10-10, 15:05:14,             iters:600,             iters_average_Loss:0.6908
             time:2025-10-10, 15:05:52,             iters:800,             iters_average_Loss:0.6910
             time:2025-10-10, 15:06:31,             iters:1000,             iters_average_Loss:0.6912
             time:2025-10-10, 15:07:09,             iters:1200,             iters_average_Loss:0.6919
             time:2025-10-10, 15:07:48,             iters:1400,             iters_average_Loss:0.6911
             time:2025-10-10, 15:08:26,             iters:1600,             iters_average_Loss:0.6919
             time:2025-10-10, 15:09:04,             iters:1800,             iters_average_Loss:0.6903
             time:2025-10-10, 15:09:42,             iters:2000,             iters_average_Loss:0.6915
             time:2025-10-10, 15:10:20,             iters:2200,             iters_average_Loss:0.6897
             time:2025-10-10, 15:10:58,             iters:2400,             iters_average_Loss:0.6905
             time:2025-10-10, 15:11:37,             iters:2600,             iters_average_Loss:0.6911
             time:2025-10-10, 15:12:15,             iters:2800,             iters_average_Loss:0.6913
             time:2025-10-10, 15:12:53,             iters:3000,             iters_average_Loss:0.6903
             time:2025-10-10, 15:13:31,             iters:3200,             iters_average_Loss:0.6911
             time:2025-10-10, 15:14:09,             iters:3400,             iters_average_Loss:0.6908
             time:2025-10-10, 15:14:48,             iters:3600,             iters_average_Loss:0.6896
             time:2025-10-10, 15:15:26,             iters:3800,             iters_average_Loss:0.6896
             time:2025-10-10, 15:16:04,             iters:4000,             iters_average_Loss:0.6921
             time:2025-10-10, 15:16:42,             iters:4200,             iters_average_Loss:0.6916
             time:2025-10-10, 15:17:20,             iters:4400,             iters_average_Loss:0.6905
             time:2025-10-10, 15:17:58,             iters:4600,             iters_average_Loss:0.6916
             time:2025-10-10, 15:18:36,             iters:4800,             iters_average_Loss:0.6883
             time:2025-10-10, 15:19:15,             iters:5000,             iters_average_Loss:0.6916
             time:2025-10-10, 15:19:54,             iters:5200,             iters_average_Loss:0.6897
             time:2025-10-10, 15:20:32,             iters:5400,             iters_average_Loss:0.6919
             time:2025-10-10, 15:21:10,             iters:5600,             iters_average_Loss:0.6909
             time:2025-10-10, 15:21:49,             iters:5800,             iters_average_Loss:0.6889
             time:2025-10-10, 15:22:27,             iters:6000,             iters_average_Loss:0.6915
             time:2025-10-10, 15:23:05,             iters:6200,             iters_average_Loss:0.6909
             time:2025-10-10, 15:23:43,             iters:6400,             iters_average_Loss:0.6908
             time:2025-10-10, 15:24:22,             iters:6600,             iters_average_Loss:0.6909
             time:2025-10-10, 15:25:00,             iters:6800,             iters_average_Loss:0.6901
             time:2025-10-10, 15:25:38,             iters:7000,             iters_average_Loss:0.6915
             time:2025-10-10, 15:26:17,             iters:7200,             iters_average_Loss:0.6896
             time:2025-10-10, 15:26:55,             iters:7400,             iters_average_Loss:0.6904
             time:2025-10-10, 15:27:33,             iters:7600,             iters_average_Loss:0.6910
             time:2025-10-10, 15:28:11,             iters:7800,             iters_average_Loss:0.6880
             time:2025-10-10, 15:28:49,             iters:8000,             iters_average_Loss:0.6904
             time:2025-10-10, 15:29:28,             iters:8200,             iters_average_Loss:0.6886
             time:2025-10-10, 15:30:06,             iters:8400,             iters_average_Loss:0.6892
             time:2025-10-10, 15:30:44,             iters:8600,             iters_average_Loss:0.6901
             time:2025-10-10, 15:31:22,             iters:8800,             iters_average_Loss:0.6895
             time:2025-10-10, 15:32:00,             iters:9000,             iters_average_Loss:0.6903
             time:2025-10-10, 15:32:38,             iters:9200,             iters_average_Loss:0.6897
             time:2025-10-10, 15:33:16,             iters:9400,             iters_average_Loss:0.6890
             time:2025-10-10, 15:33:54,             iters:9600,             iters_average_Loss:0.6898
             time:2025-10-10, 15:34:33,             iters:9800,             iters_average_Loss:0.6877
             time:2025-10-10, 15:35:10,             iters:10000,             iters_average_Loss:0.6896
             time:2025-10-10, 15:35:48,             iters:10200,             iters_average_Loss:0.6909
             time:2025-10-10, 15:36:27,             iters:10400,             iters_average_Loss:0.6906
             time:2025-10-10, 15:37:06,             iters:10600,             iters_average_Loss:0.6873
             time:2025-10-10, 15:37:43,             iters:10800,             iters_average_Loss:0.6904
             time:2025-10-10, 15:38:22,             iters:11000,             iters_average_Loss:0.6908
             time:2025-10-10, 15:39:01,             iters:11200,             iters_average_Loss:0.6917
             time:2025-10-10, 15:39:39,             iters:11400,             iters_average_Loss:0.6910
             time:2025-10-10, 15:40:17,             iters:11600,             iters_average_Loss:0.6911
             time:2025-10-10, 15:40:55,             iters:11800,             iters_average_Loss:0.6900
